Gene,rep_1,rep_2,rep_3,rep_4
Tbc1d9b,96,97,96,96
Tbca,99,99,99,99
Tbcb,99,99,99,99
Tbcc,0,0,0,0
Tbccd1,94,94,94,94
Tbcd,98,98,98,98
Tbce,97,97,97,96
Tbcel,96,96,96,96
Tbck,95,95,95,95
Tbk1,97,97,96,96
Tbkbp1,91,91,90,91
Tbl1x,95,95,94,94
Tbl1xr1,95,95,94,94
Tbl2,95,95,95,95
Tbl3,99,99,99,99
Tbp,96,95,95,95
Tbpl1,94,94,94,94
Tbr1,53,49,66,51
Tbrg1,98,98,98,98
Tbrg4,89,89,89,89
Tbx1,63,74,69,81
Tbx15,84,83,78,86
Tbx18,86,87,82,84
Tbx2,75,79,76,76
Tbx20,93,90,88,85
Tbx21,70,78,79,84
Tbx3,89,89,90,90
Tbx3os1,100,100,100,100
Tbx3os2,100,100,100,100
Tbx4,100,100,100,100
Tbx5,72,58,72,70
Tbx6,29,21,24,30
Tbxa2r,81,87,90,76
Tbxas1,93,89,90,88
Tc2n,95,95,93,93
Tcaf1,96,96,96,96
Tcaf2,97,96,97,97
Tcaim,91,91,91,91
Tcap,93,84,85,93
Tcea1,97,97,97,97
Tcea1-ps1,0,0,0,0
Tcea2,83,84,84,85
Tcea3,98,98,98,97
Tceal1,92,87,93,95
Tceal3,84,88,80,88
Tceal5,98,96,97,95
Tceal6,100,99,99,99
Tceal7,97,88,92,88
Tceal8,99,99,99,99
Tceal9,99,100,100,100
Tceanc,97,97,97,97
Tceanc2,97,97,97,96
Tcerg1,95,95,95,95
Tcerg1l,68,64,61,61
Tcf12,95,95,95,95
Tcf15,84,75,85,80
Tcf19,94,92,92,94
Tcf20,98,98,98,97
Tcf21,86,91,95,99
Tcf24,90,89,93,82
Tcf25,99,99,99,99
Tcf3,95,95,95,95
Tcf4,97,97,96,96
Tcf7,93,92,92,89
Tcf7l1,77,77,78,78
Tcf7l2,84,82,83,82
Tcfl5,80,72,86,70
Tchh,100,100,100,100
Tchp,93,93,93,93
Tcim,0,0,0,0
Tcirg1,97,97,96,96
Tcn2,98,98,99,98
Tcof1,95,95,95,95
Tcp1,99,99,99,99
Tcp11l1,94,94,94,94
Tcp11l2,94,95,95,94
Tcp11x2,100,100,100,100
Tcstv2a,100,100,100,100
Tcstv4,100,100,100,100
Tcta,80,80,86,83
Tcte1,100,100,100,100
Tcte2,81,82,85,78
Tctn1,89,90,89,88
Tctn2,96,96,96,96
Tctn3,91,90,91,91
Tdg,79,77,79,81
Tdg-ps,0,0,0,0
Tdg-ps2,0,0,0,0
Tdh,79,68,61,66
Tdo2,100,100,100,100
Tdp1,95,95,94,94
Tdp2,90,90,90,91
Tdpoz2,0,0,0,0
Tdrd1,100,100,100,100
Tdrd12,100,100,100,100
Tdrd3,96,96,96,96
Tdrd5,72,69,80,80
Tdrd6,100,100,100,100
Tdrd7,95,96,96,96
Tdrd9,100,100,100,100
Tdrkh,93,90,90,92
Tdrp,96,96,97,97
Tead1,95,96,96,96
Tead2,98,98,98,97
Tead3,86,88,84,86
Tead4,93,91,92,92
Tec,95,95,95,94
Tecpr1,96,96,96,96
Tecpr2,73,72,76,75
Tecr,100,99,100,99
Tecrl,67,66,61,75
Tectb,100,100,100,100
Tedc1,85,95,93,94
Tedc2,95,96,96,96
Teddm2,100,100,100,100
Tef,95,95,95,95
Tefm,93,93,94,93
Tek,97,96,96,97
Tekt1,100,100,100,100
Tekt2,100,100,100,100
Tekt3,100,100,100,100
Tekt4,100,100,100,100
Tekt5,100,100,100,100
Tektip1,0,0,0,0
Telo2,91,91,92,91
Ten1,97,97,98,97
Tenm1,61,62,74,59
Tenm2,64,77,68,67
Tenm3,96,96,96,95
Tenm4,95,94,94,95
Tent2,91,91,91,91
Tent2-ps1,0,0,0,0
Tent4a,92,92,92,92
Tent4b,95,94,94,94
Tent5a,93,92,91,90
Tent5b,98,96,96,93
Tent5c,98,97,98,97
Tep1,94,94,95,94
Tepsin,90,91,92,92
Terb1,54,69,65,65
Terb2,100,100,100,100
Terc,0,0,0,0
Terf1,90,90,89,90
Terf2,92,92,92,91
Terf2ip,95,94,95,94
Tert,87,82,81,86
Tes,97,97,97,96
Tes3-ps,0,0,0,0
Tesc,88,94,95,98
Tescl,0,0,0,0
Teshl,52,73,65,67
Tesk1,93,95,94,95
Tesk2,95,94,94,95
Tesmin,56,52,53,45
Tespa1,94,93,88,91
Tet1,97,98,98,98
Tet2,96,96,97,96
Tet3,87,87,88,88
Tex10,95,94,94,94
Tex101,100,100,100,100
Tex11,100,100,100,100
Tex12,100,100,100,100
Tex14,51,53,57,60
Tex15,95,95,94,96
Tex16,100,100,100,100
Tex19.1,98,90,99,98
Tex19.2,100,100,100,100
Tex2,98,98,98,98
Tex21,100,100,100,100
Tex22,100,100,100,100
Tex26,18,33,36,39
Tex261,96,96,96,96
Tex264,98,98,98,97
Tex29,0,0,0,0
Tex30,97,98,98,97
Tex38,100,100,100,100
Tex52,100,100,100,100
Tex54,41,13,31,53
Tex9,97,96,96,96
Tfam,98,98,98,98
Tfap2a,60,49,68,64
Tfap2b,75,80,84,78
Tfap2c,94,89,86,94
Tfap2d,53,60,62,43
Tfap2e,100,100,100,100
Tfap4,91,90,92,91
Tfb1m,96,96,96,96
Tfb2m,89,87,88,88
Tfcp2,93,94,94,95
Tfcp2l1,96,97,97,96
Tfdp1,97,97,97,97
Tfdp2,98,98,97,98
Tfe3,93,94,94,95
Tfeb,96,96,96,95
Tfec,83,90,81,81
Tff1,100,100,100,100
Tff2,100,100,100,100
Tff3,100,100,100,100
Tfg,96,96,96,96
Tfip11,93,93,94,94
Tfpi,99,99,99,99
Tfpi2,94,99,99,99
Tfpt,93,94,94,93
Tfr2,87,87,97,92
Tfrc,97,97,97,97
Tg,100,100,100,100
Tgds,91,91,89,91
Tgfa,92,94,95,94
Tgfb1,89,88,93,92
Tgfb1i1,90,92,93,94
Tgfb2,92,91,93,92
Tgfb3,93,91,95,88
Tgfbi,99,99,99,99
Tgfbr1,92,92,92,91
Tgfbr2,96,96,96,96
Tgfbr3,96,97,97,97
Tgfbr3l,100,100,100,100
Tgfbrap1,94,94,94,94
Tgif1,93,93,93,94
Tgif2,93,87,89,85
Tgif2-ps2,0,0,0,0
Tgm1,83,96,93,95
Tgm2,99,99,99,99
Tgm3,100,100,100,100
Tgm4,100,100,100,100
Tgm5,100,100,100,100
Tgoln1,98,98,98,98
Tgs1,90,91,91,90
Tgtp1,100,100,100,100
Tgtp2,74,78,74,70
Th,100,100,100,100
Tha1,71,63,72,71
Thada,96,96,96,96
Thap1,91,91,91,91
Thap11,0,0,0,0
Thap12,97,97,97,97
Thap2,79,81,80,78
Thap3,88,87,88,88
Thap4,98,99,99,99
Thap6,85,82,83,82
Thap7,88,88,89,90
Thbd,0,0,0,0
Thbs1,93,97,96,95
Thbs2,98,98,98,98
Thbs3,97,98,97,97
Thbs4,93,84,94,98
Them4,95,95,95,95
Them5,100,100,100,100
Them6,93,92,91,91
Them7,68,79,60,67
Themis,100,100,100,100
Themis2,82,86,87,87
Themis3,100,100,100,100
Thg1l,96,96,95,96
Thnsl1,90,90,92,93
Thnsl2,95,96,94,95
Thoc1,99,98,98,98
Thoc2,97,97,97,97
Thoc2l,93,92,92,92
Thoc3,97,97,97,97
Thoc5,97,97,97,97
Thoc6,96,95,97,97
Thoc7,98,98,98,98
Thop1,98,98,98,98
Thpo,75,69,62,79
Thra,96,96,97,96
Thrap3,97,96,97,96
Thrb,95,90,91,90
Thrsp,94,96,95,95
Thsd1,81,81,82,81
Thsd4,92,95,95,93
Thsd7a,90,83,87,83
Thsd7b,52,53,55,53
Thtpa,96,96,97,96
Thumpd1,96,96,96,96
Thumpd2,92,91,91,91
Thumpd3,96,96,96,96
Thy1,97,96,98,98
Thyn1,98,98,99,99
Tia1,97,97,97,97
Tiaf2,0,0,0,0
Tial1,93,94,93,93
Tiam1,96,94,95,94
Tiam2,96,95,95,94
Ticam1,93,94,94,93
Ticam2,100,100,100,100
Ticrr,89,86,88,86
Tie1,97,97,95,97
Tifa,100,100,100,100
Tifab,80,80,89,73
Tigar,96,96,96,96
Tigd2,86,89,90,88
Tigd3,68,64,64,68
Tigd4,0,0,0,0
Tigd5,0,0,0,0
Tigit,100,100,100,100
Timd2,88,90,90,83
Timd4,89,91,74,83
Timd7-ps,100,100,100,100
Timeless,97,97,97,97
Timm10,99,99,99,99
Timm10b,99,99,99,99
Timm13,99,100,100,100
Timm17a,99,99,99,99
Timm17b,99,99,99,99
Timm21,97,97,97,97
Timm22,97,97,98,97
Timm23,96,96,97,96
Timm29,95,96,97,97
Timm44,98,98,98,98
Timm50,98,98,98,98
Timm8a1,84,85,91,89
Timm8b,99,99,99,99
Timm9,93,93,94,94
Timmdc1,95,96,96,95
Timp1,98,99,99,99
Timp2,99,98,99,98
Timp3,98,98,98,98
Timp4,92,88,91,93
Tinag,53,78,48,64
Tinagl1,98,98,95,98
Tincr,54,68,65,72
Tinf2,93,93,93,93
Tiparp,90,91,90,89
Tipin,99,99,99,99
Tiprl,97,97,97,97
Tirap,94,94,93,94
Tjap1,94,94,94,94
Tjp1,98,98,98,98
Tjp2,97,97,97,97
Tjp3,96,97,93,96
Tk1,94,90,94,94
Tk2,92,93,93,92
Tkfc,93,95,95,95
Tkt,99,99,99,99
Tktl1,100,100,100,100
Tktl2,87,93,89,92
Tlcd1,91,90,92,90
Tlcd2,74,85,85,80
Tlcd3a,96,97,93,96
Tlcd3b,100,100,100,100
Tlcd4,98,97,97,97
Tlcd5,71,77,72,72
Tle1,94,93,93,93
Tle2,92,93,94,94
Tle3,94,95,95,95
Tle4,89,89,89,89
Tle5,100,100,100,100
Tle6,98,98,98,98
Tlk1,95,94,94,94
Tlk2,97,97,96,96
Tll1,80,86,86,82
Tll2,100,100,100,100
Tln1,98,98,98,98
Tln2,98,98,98,98
Tlnrd1,0,0,0,0
Tlr1,86,84,84,80
Tlr11,100,100,100,100
Tlr12,0,0,0,0
Tlr13,100,100,100,100
Tlr2,90,92,90,90
Tlr3,93,95,93,95
Tlr4,87,89,88,87
Tlr5,72,77,71,71
Tlr6,93,95,89,94
Tlr7,87,88,88,90
Tlr8,81,70,74,75
Tlr9,86,92,87,97
Tlx1,65,82,81,75
Tlx3,100,100,100,100
Tm2d1,96,96,96,96
Tm2d2,98,98,98,98
Tm2d3,97,97,97,97
Tm4sf1,93,89,98,97
Tm4sf19,49,44,31,36
Tm4sf20,100,100,100,100
Tm4sf4,91,79,74,81
Tm4sf5,100,100,100,100
Tm6sf1,94,94,93,93
Tm6sf2,52,55,46,57
Tm7sf2,92,93,89,90
Tm7sf3,98,98,98,98
Tm9sf1,94,95,95,95
Tm9sf2,98,98,98,98
Tm9sf3,99,99,99,99
Tm9sf4,98,98,98,98
Tm9sf5,100,100,100,100
Tma16,89,90,89,90
Tma7,99,99,99,99
Tma7-ps,0,0,0,0
Tmbim1,98,98,98,98
Tmbim4,99,99,99,99
Tmbim6,98,98,98,98
Tmc3,100,100,100,100
Tmc4,93,93,93,89
Tmc5,63,78,78,75
Tmc6,95,95,96,89
Tmc7,95,95,95,95
Tmc8,46,63,45,62
Tmcc1,93,93,92,92
Tmcc2,94,93,94,93
Tmcc3,98,97,97,97
Tmco1,99,99,99,99
Tmco3,97,97,97,97
Tmco4,97,97,97,97
Tmco5,100,100,100,100
Tmco6,92,91,92,92
Tmed1,97,98,98,98
Tmed10,98,98,98,98
Tmed2,98,98,98,98
Tmed2b,0,0,0,0
Tmed3,99,99,99,99
Tmed4,98,98,98,98
Tmed5,98,98,98,98
Tmed6,100,100,100,100
Tmed7,100,100,100,100
Tmed8,94,94,94,94
Tmed9,100,100,100,100
Tmeff1,98,98,98,97
Tmeff2,59,52,68,57
Tmem100,92,95,88,88
Tmem101,95,97,97,96
Tmem102,87,78,87,94
Tmem104,95,93,94,95
Tmem106a,88,85,89,85
Tmem106b,98,98,98,98
Tmem106c,96,96,96,96
Tmem107,95,96,96,96
Tmem108,72,80,79,84
Tmem109,94,95,94,95
Tmem11,96,95,96,95
Tmem114,100,100,100,100
Tmem115,95,95,95,95
Tmem116,90,88,92,93
Tmem117,96,97,96,95
Tmem119,93,97,95,98
Tmem120a,96,96,97,96
Tmem120b,96,97,97,96
Tmem121,88,90,96,76
Tmem121b,0,0,0,0
Tmem123,97,97,97,97
Tmem125,92,90,85,92
Tmem126a,97,97,97,97
Tmem126b,97,98,97,98
Tmem127,94,94,94,94
Tmem128,97,96,97,96
Tmem129,83,83,86,83
Tmem130,91,96,87,86
Tmem131,93,93,93,93
Tmem131l,94,93,93,93
Tmem132a,97,97,97,97
Tmem132b,68,71,75,72
Tmem132c,92,86,82,75
Tmem132d,44,63,64,44
Tmem132e,84,80,91,87
Tmem134,97,97,97,97
Tmem135,97,97,96,96
Tmem138,87,89,89,88
Tmem139,84,92,89,86
Tmem140,83,82,86,84
Tmem141,95,91,92,95
Tmem143,98,98,98,98
Tmem144,97,98,97,97
Tmem145,76,80,84,78
Tmem147,94,95,96,96
Tmem147os,88,88,89,85
Tmem14a,96,96,96,96
Tmem14c,98,99,99,98
Tmem150a,88,90,87,88
Tmem150b,68,65,54,62
Tmem150c,97,93,93,91
Tmem151a,80,74,79,68
Tmem151b,77,85,88,92
Tmem154,90,85,89,82
Tmem156,68,74,71,68
Tmem158,0,0,0,0
Tmem160,97,98,99,98
Tmem161a,97,97,98,97
Tmem161b,95,95,95,95
Tmem163,67,81,73,71
Tmem164,94,94,94,93
Tmem165,96,96,96,96
Tmem167,94,94,94,94
Tmem167b,97,97,97,97
Tmem168,96,95,95,95
Tmem169,72,82,90,88
Tmem17,95,96,95,94
Tmem170,92,93,92,93
Tmem170b,87,87,88,87
Tmem171,100,100,100,100
Tmem175,85,85,86,86
Tmem176a,98,98,98,98
Tmem176b,98,99,95,99
Tmem177,85,85,87,84
Tmem178,96,82,90,78
Tmem178b,72,78,81,84
Tmem179,74,64,83,80
Tmem179b,89,87,87,88
Tmem18,87,87,86,86
Tmem181a,96,97,97,96
Tmem181b-ps,100,100,100,100
Tmem181c-ps,47,41,43,43
Tmem182,92,76,93,85
Tmem183a,95,95,95,95
Tmem184a,98,96,96,97
Tmem184b,95,95,95,95
Tmem184c,98,98,98,97
Tmem185a,97,97,97,97
Tmem185b,3,3,3,2
Tmem186,75,77,77,77
Tmem19,96,96,96,96
Tmem191,91,90,91,91
Tmem192,97,97,97,97
Tmem196,56,56,62,56
Tmem198,72,69,77,68
Tmem198b,83,83,87,86
Tmem199,93,93,94,92
Tmem200a,78,82,81,83
Tmem200b,94,96,98,97
Tmem200c,100,100,100,100
Tmem201,92,93,93,93
Tmem202,100,100,100,100
Tmem203,0,0,0,0
Tmem204,91,94,93,88
Tmem205,97,97,96,96
Tmem208,98,98,98,98
Tmem209,96,97,97,97
Tmem212,36,37,42,42
Tmem213,100,100,100,100
Tmem214,97,97,97,97
Tmem215,100,100,100,100
Tmem216,98,98,98,98
Tmem217rt,0,0,0,0
Tmem218,95,95,94,95
Tmem219,98,98,98,98
Tmem220,64,70,69,68
Tmem221,79,84,77,81
Tmem222,94,94,94,94
Tmem223,90,91,93,89
Tmem229a,0,0,0,0
Tmem229b,96,97,97,96
Tmem229b-ps,0,0,0,0
Tmem230,86,87,88,86
Tmem231,92,78,88,91
Tmem232,100,100,100,100
Tmem233,100,100,100,100
Tmem234,98,98,98,98
Tmem237,98,98,98,98
Tmem238,79,77,78,80
Tmem238l,100,100,100,100
Tmem240,83,87,79,71
Tmem241,96,96,95,95
Tmem242,99,99,99,99
Tmem243,94,94,94,94
Tmem245,93,93,93,93
Tmem248,97,97,97,97
Tmem25,78,78,83,80
Tmem250,87,85,86,87
Tmem252,90,93,93,94
Tmem253,67,63,69,58
Tmem254,96,96,96,96
Tmem255a,95,92,93,91
Tmem255b,100,100,100,100
Tmem256,100,100,100,100
Tmem258,97,97,98,97
Tmem259,97,97,97,97
Tmem26,91,90,88,89
Tmem260,94,94,94,93
Tmem263,94,94,95,94
Tmem265,38,35,48,45
Tmem266,58,64,58,58
Tmem267,100,100,100,100
Tmem268,93,92,92,92
Tmem269,100,100,100,100
Tmem273,80,79,78,77
Tmem275,100,100,100,100
Tmem276,94,96,98,97
Tmem30a,99,99,99,98
Tmem30b,0,0,0,0
Tmem33,98,98,98,98
Tmem35a,98,94,99,93
Tmem35b,81,78,75,80
Tmem37,95,93,96,95
Tmem38a,92,92,94,93
Tmem38b,94,93,93,93
Tmem39a,92,91,90,92
Tmem39b,92,92,93,93
Tmem40,81,91,85,82
Tmem41a,96,96,97,97
Tmem41b,96,96,96,95
Tmem41b-ps,0,0,0,0
Tmem42,94,95,93,94
Tmem43,96,96,97,96
Tmem44,95,96,95,95
Tmem45a,97,97,93,92
Tmem45a2,100,100,100,100
Tmem45b,100,100,100,100
Tmem47,95,94,95,95
Tmem50a,99,99,99,99
Tmem50b,98,98,98,97
Tmem51,95,95,95,94
Tmem51os1,0,0,0,0
Tmem52,89,89,92,88
Tmem53,86,90,93,88
Tmem54,82,94,93,82
Tmem59,98,98,98,98
Tmem59l,93,95,90,97
Tmem60,92,93,94,94
Tmem62,96,96,96,96
Tmem63a,95,95,95,95
Tmem63b,96,97,96,96
Tmem63c,28,36,39,28
Tmem64,95,95,95,95
Tmem65,90,91,92,90
Tmem67,94,94,93,94
Tmem68,94,94,93,93
Tmem69,88,88,87,88
Tmem70,96,96,96,96
Tmem71,92,92,80,90
Tmem72,100,100,100,100
Tmem74,93,98,96,79
Tmem74b,55,78,70,61
Tmem79,66,73,73,69
Tmem80,89,89,90,90
Tmem81,16,19,15,9
Tmem82,86,90,85,84
Tmem86a,90,91,88,91
Tmem86b,34,39,36,38
Tmem87a,95,94,94,94
Tmem87b,93,93,93,92
Tmem88,88,76,85,88
Tmem88b,90,91,84,91
Tmem8b,88,91,91,91
Tmem9,98,98,98,98
Tmem91,73,68,84,86
Tmem92,100,100,100,100
Tmem94,97,97,97,97
Tmem95,0,0,0,0
Tmem97,98,98,98,97
Tmem98,97,98,98,98
Tmem9b,98,98,99,98
Tmf1,97,97,97,97
Tmie,89,89,87,86
Tmigd1,100,100,100,100
Tmigd3,100,100,100,100
Tmod1,89,86,94,93
Tmod2,97,97,97,97
Tmod3,98,98,98,98
Tmod4,72,80,78,74
Tmpo,97,97,98,98
Tmppe,100,100,100,100
Tmprss11d,100,100,100,100
Tmprss11f,100,100,100,100
Tmprss13,85,83,90,79
Tmprss2,99,83,90,97
Tmprss4,65,52,76,52
Tmprss5,100,100,100,100
Tmprss6,90,73,81,86
Tmprss7,100,100,100,100
Tmsb10,100,100,100,100
Tmsb10b,0,0,0,0
Tmsb15a,100,100,100,100
Tmsb15b1,100,100,100,100
Tmsb15b2,100,100,100,100
Tmsb15l,91,78,97,91
Tmsb4x,100,100,100,100
Tmt1a,98,97,97,97
Tmt1a3,0,0,0,0
Tmt1b,92,92,97,88
Tmtc1,91,91,92,90
Tmtc2,88,87,85,86
Tmtc3,93,93,93,93
Tmtc4,97,97,96,96
Tmub1,87,84,87,88
Tmub2,86,86,87,87
Tmx1,96,96,96,97
Tmx2,98,98,99,99
Tmx3,97,97,97,97
Tmx4,98,98,98,97
Tnc,97,97,97,93
Tnf,70,79,64,91
Tnfaip1,94,94,95,95
Tnfaip2,97,97,92,97
Tnfaip3,88,88,88,87
Tnfaip6,89,84,85,94
Tnfaip8,97,97,97,97
Tnfaip8l1,98,97,96,95
Tnfaip8l2,93,88,90,93
Tnfaip8l3,100,100,100,100
Tnfrsf10b,91,89,90,87
Tnfrsf11a,89,88,89,83
Tnfrsf11b,95,91,90,95
Tnfrsf12a,96,95,96,96
Tnfrsf13b,100,100,100,100
Tnfrsf13c,100,100,100,100
Tnfrsf14,80,85,88,84
Tnfrsf17,100,100,100,100
Tnfrsf18,82,73,73,74
Tnfrsf19,96,96,96,96
Tnfrsf1a,96,97,97,97
Tnfrsf1b,93,93,93,93
Tnfrsf21,96,96,96,95
Tnfrsf22,90,91,85,91
Tnfrsf23,90,88,91,92
Tnfrsf25,60,61,69,53
Tnfrsf26,46,37,34,49
Tnfrsf4,44,36,43,49
Tnfrsf8,100,100,100,100
Tnfrsf9,83,80,79,93
Tnfsf10,93,94,94,94
Tnfsf11,100,100,100,100
Tnfsf12,100,100,100,100
Tnfsf13,70,65,75,79
Tnfsf13b,79,81,78,79
Tnfsf13os,31,33,25,24
Tnfsf14,100,100,100,100
Tnfsf15,91,90,87,90
Tnfsf18,100,100,100,100
Tnfsf8,43,43,54,63
Tnfsf9,90,95,97,99
Tnfsfm13,88,94,91,87
Tnik,96,91,96,96
Tnip1,97,97,97,96
Tnip2,95,95,95,95
Tnip3,100,100,100,100
Tnk1,80,74,72,86
Tnk2,95,95,94,95
Tnks,92,93,93,93
Tnks1bp1,95,95,95,95
Tnks2,97,97,98,97
Tnmd,100,100,100,100
Tnn,100,100,100,100
Tnnc1,85,99,98,94
Tnnc2,86,80,84,81
Tnni1,100,100,100,100
Tnni2,99,98,99,100
Tnni3,96,96,90,85
Tnni3k,39,43,34,23
Tnnt1,99,99,99,99
Tnnt2,93,93,98,97
Tnnt3,90,80,92,82
Tnpo1,97,98,97,97
Tnpo2,96,96,96,96
Tnpo3,97,97,97,97
Tnr,69,68,77,63
Tnrc18,95,95,95,95
Tnrc6a,89,88,88,89
Tnrc6b,94,94,94,94
Tnrc6c,87,87,87,87
Tns1,98,98,99,99
Tns2,95,95,94,94
Tns3,96,96,97,96
Tns4,96,93,91,96
Tnxa,100,100,100,100
Tnxb,83,89,82,85
Tob1,92,92,92,93
Tob2,91,92,93,92
Toe1,98,98,98,99
Togaram1,96,96,95,95
Togaram2,100,100,100,100
Tollip,98,98,98,98
Tom1,92,92,92,93
Tom1l1,98,98,98,98
Tom1l2,94,94,94,93
Tomm20,97,97,97,97
Tomm20l,100,100,100,100
Tomm22,99,99,99,99
Tomm34,93,93,93,93
Tomm40,96,96,97,96
Tomm40l,97,97,97,97
Tomm5,99,98,99,99
Tomm6,98,99,99,99
Tomm6os,0,0,0,0
Tomm7,99,99,99,99
Tomm70a,97,97,97,97
Tomt,0,0,0,0
Tonsl,95,95,94,95
Top1,95,95,95,95
Top1mt,98,98,98,98
Top2a,98,98,98,99
Top2b,98,97,97,97
Top3a,94,93,93,94
Top3b,96,96,95,96
Top6bl,30,24,29,28
Topbp1,97,97,97,97
Topors,93,93,93,93
Tor1a,95,95,95,95
Tor1aip1,94,94,95,94
Tor1aip2,97,97,97,97
Tor1b,94,94,94,94
Tor2a,97,98,97,98
Tor3a,96,97,96,95
Tor4a,86,85,84,85
Tox,57,57,66,69
Tox2,59,64,58,63
Tox3,71,73,79,76
Tox4,97,97,97,97
Tpbg,97,96,98,94
Tpbgl,0,0,0,0
Tpbpa,100,99,100,99
Tpbpb,100,99,99,100
Tpcn1,96,96,96,96
Tpcn2,87,92,91,87
Tpd52,98,98,98,98
Tpd52-ps,0,0,0,0
Tpd52l1,92,88,92,86
Tpd52l2,97,98,98,97
Tpgs1,89,85,93,93
Tpgs2,97,96,96,96
Tph1,100,100,100,100
Tph2,100,100,100,100
Tpi1,99,99,99,99
Tpk1,92,91,91,91
Tpm1,98,98,98,98
Tpm2,99,99,99,99
Tpm3,99,99,99,99
Tpm3-rs7,0,0,0,0
Tpm4,99,99,99,99
Tpmt,98,98,98,97
Tpp1,97,97,97,97
Tpp2,96,96,96,96
Tppp,96,97,96,96
Tppp3,98,98,98,99
Tpr,97,97,97,97
Tpra1,93,93,94,93
Tprg1l,97,97,97,97
Tprkb,97,97,97,97
Tprn,92,91,91,92
Tpsab1,100,100,100,100
Tpsb2,100,100,100,100
Tpst1,97,97,97,97
Tpst2,98,98,98,98
Tpt1,99,100,100,100
Tpt1-ps3,0,0,0,0
Tpt1-ps6,0,0,0,0
Tpx2,98,98,98,98
Tra2a,93,93,92,91
Tra2b,90,90,89,89
Trabd,95,94,94,95
Trabd2b,63,68,69,69
Trac,78,86,83,97
Tradd,94,94,94,94
Traf1,93,84,86,87
Traf2,92,91,92,91
Traf3,93,93,93,92
Traf3ip1,92,92,91,91
Traf3ip2,93,93,93,94
Traf3ip3,78,76,80,84
Traf4,95,96,95,95
Traf5,81,84,82,83
Traf6,92,92,92,92
Traf7,99,99,99,99
Trafd1,97,97,97,97
Traip,92,93,92,93
Traj11,0,0,0,0
Traj12,0,0,0,0
Traj14,0,0,0,0
Traj15,0,0,0,0
Traj16,0,0,0,0
Traj17,0,0,0,0
Traj20,0,0,0,0
Traj21,0,0,0,0
Traj22,0,0,0,0
Traj24,0,0,0,0
Traj27,0,0,0,0
Traj29,0,0,0,0
Traj31,0,0,0,0
Traj35,0,0,0,0
Traj36,0,0,0,0
Traj37,0,0,0,0
Traj38,0,0,0,0
Traj39,0,0,0,0
Traj4,0,0,0,0
Traj42,0,0,0,0
Traj43,0,0,0,0
Traj5,0,0,0,0
Traj52,0,0,0,0
Traj6,0,0,0,0
Traj7,0,0,0,0
Traj9,0,0,0,0
Trak1,98,98,98,97
Trak2,96,96,97,96
Tram1,99,98,98,98
Tram1l1,0,0,0,0
Tram2,87,87,85,86
Trank1,87,94,97,95
Trap1,98,98,98,98
Trap1a,100,91,100,100
Trappc1,96,96,97,97
Trappc10,97,96,97,97
Trappc11,97,97,97,97
Trappc12,97,97,97,96
Trappc13,97,97,98,97
Trappc14,90,90,89,90
Trappc2,97,97,97,97
Trappc2b,95,95,96,95
Trappc2l,98,98,98,98
Trappc3,97,97,97,97
Trappc4,98,98,98,98
Trappc5,100,100,100,100
Trappc6a,98,98,98,98
Trappc6b,96,96,96,96
Trappc8,96,96,96,96
Trappc9,97,97,97,97
Trarg1,100,100,100,100
Trat1,100,100,100,100
Trav12-4,0,0,0,0
Trav19,100,100,100,100
Trav21-dv12,100,100,100,100
Trav3-3,100,100,100,100
Trav5-1,100,100,100,100
Trav7-1,100,100,100,100
Trav7d-3,100,100,100,100
Trbc1,78,94,93,89
Trbc2,85,95,94,94
Trbj1-1,0,0,0,0
Trbj1-2,0,0,0,0
Trbj1-3,0,0,0,0
Trbj1-4,0,0,0,0
Trbj1-5,0,0,0,0
Trbj1-6,0,0,0,0
Trbj1-7,0,0,0,0
Trbj2-1,0,0,0,0
Trbv1,100,100,100,100
Trbv12-2,100,100,100,100
Trbv13-1,100,100,100,100
Trbv13-2,100,100,100,100
Trbv13-3,100,100,100,100
Trbv16,100,100,100,100
Trbv17,100,100,100,100
Trbv19,65,62,65,92
Trbv2,100,100,100,100
Trbv20,100,100,100,100
Trbv21,100,100,100,100
Trbv24,100,100,100,100
Trbv26,100,100,100,100
Trbv29,100,100,100,100
Trbv3,100,100,100,100
Trbv31,100,100,100,100
Trbv4,100,100,100,100
Trbv5,100,100,100,100
Trdc,100,100,100,100
Trdmt1,96,96,94,95
Trdn,60,77,78,73
Trdv2-2,100,100,100,100
Trdv4,100,100,100,100
Treh,100,100,100,100
Trem1,100,100,100,100
Trem2,100,100,100,100
Trem3,100,100,100,100
Trem4,100,100,100,100
Trem5,100,100,100,100
Trem6l,79,76,68,70
Treml1,52,63,71,67
Treml2,87,88,85,77
Treml4,100,100,100,100
Trerf1,84,84,82,80
Trex1,92,91,94,84
Trex2,100,100,100,100
Trf,100,99,100,100
Trgc1,100,100,100,100
Trgc2,100,100,100,100
Trgc3,100,100,100,100
Trgc4,100,100,100,100
Trgj1,0,0,0,0
Trgv1,100,100,100,100
Trgv2,80,75,55,68
Trgv4,100,100,100,100
Trh,100,100,100,100
Trhde,72,61,64,53
Trhr,100,100,100,100
Trhr2,100,100,100,100
Triap1,96,97,97,97
Trib1,85,86,87,87
Trib2,96,96,97,96
Trib3,90,81,89,91
Tril,0,0,0,0
Trim10,79,78,77,87
